repo_id,owner,name,full_name,description,main_language,stars_count,forks_count,open_issues_count,topics,topics_count,has_license,is_fork,is_template,repo_age_days,last_activity_days,watchers_count,network_count,contributors_count,readme_length,has_ci_cd,releases_count,closed_prs_count,weekly_commit_freq,has_tests,language_count,collected_at,category,source,stars_per_fork_ratio,commit_density,pr_velocity,issue_pr_ratio,readme_density,activity_score,complexity_score,maturity_score,log_stars_count,log_forks_count,log_contributors_count,log_closed_prs_count,log_readme_length,log_releases_count,log_watchers_count,log_weekly_commit_freq,label,text_summary
10009,user_83397,my-web-9,user_83397/my-web-9,Personal learning project,Go,8,6,1,"['topic0', 'topic1']",2,0,0,0,178,693,1,6,2,233,0,0,0,1.65,0,1,2026-05-26T07:28:14.320709,intern_level,synthetic,1.1428571428571428,0.0648876378976771,0.0,1.0,1.3089887566910745,0.5378528418322152,0.7140979876342715,1.3121302333351783,2.19722457733622,1.9459101490553128,1.0986122886681098,0.0,5.455321115357702,0.0,0.6931471805599453,0.9745596399981308,0,"Repository: my-web-9
Description: Personal learning project
Language: Go (1 language total)
Popularity: 8 stars, 6 forks
Team: 2 contributors
Activity: moderate commit activity (1.6 commits/week), last updated 693 days ago (possibly inactive)
Infrastructure: no CI/CD setup, no tests found, no license
Collaboration: 1 open issue, 0 closed PRs
Maturity: 0 releases, 233-char README, 2 topics
Age: recently created (178 days old)"
10194,user_25983,cool-tool-19,user_25983/cool-tool-19,Data pipeline for processing CSV files,C++,421,115,42,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6']",7,1,0,0,648,30,54,92,2,2523,1,23,97,17.21,1,1,2026-05-26T07:28:14.329716,mid_level,synthetic,3.6293103448275854,0.1859104918188681,4.490740532836086,0.4285714285714285,3.893518512510002,2.639392548512324,2.360362209526422,3.2723438773115494,6.045005314036012,4.7535901911063645,1.0986122886681098,4.584967478670572,7.833600223661103,3.1780538303479458,4.007333185232471,2.901970893739517,2,"Repository: cool-tool-19
Description: Data pipeline for processing CSV files
Language: C++ (1 language total)
Popularity: 421 stars, 115 forks
Team: 2 contributors
Activity: regular commit activity (17.2 commits/week), updated within the past month
Infrastructure: has CI/CD workflows, includes automated tests, licensed
Collaboration: 42 open issues, 97 closed PRs
Maturity: 23 releases, 2523-char README, 7 topics
Age: established project (648 days old)"
10406,user_66373,scaffold-web-6,user_66373/scaffold-web-6,Node.js microservice template,C#,23,7,20,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5']",6,1,0,1,312,623,5,5,4,5901,0,0,4,0.79,0,3,2026-05-26T07:28:14.339595,template_boilerplate,synthetic,2.875,0.017724358576697,0.3846153476331396,4.0,18.91346147784147,0.9185885903437772,1.0379702441781142,2.023487698703376,3.1780538303479458,2.079441541679836,1.6094379124341005,1.6094379124341005,8.683046555502886,0.0,1.791759469228055,0.5822156198526637,5,"Repository: scaffold-web-6 (template repository)
Description: Node.js microservice template
Language: C# (3 languages total)
Popularity: 23 stars, 7 forks
Team: 4 contributors
Activity: low or sporadic commits (0.8 commits/week), last updated 623 days ago (possibly inactive)
Infrastructure: no CI/CD setup, no tests found, licensed
Collaboration: 20 open issues, 4 closed PRs
Maturity: 0 releases, 5901-char README, 6 topics
Age: established project (312 days old)"
10084,user_90065,mini-web-9,user_90065/mini-web-9,Blog platform clone,C++,16,5,5,"['topic0', 'topic1', 'topic2', 'topic3']",4,0,0,0,335,283,3,5,2,2307,0,3,9,3.1,1,3,2026-05-26T07:28:14.324707,junior_level,synthetic,2.6666666666666665,0.0647761180494542,0.8059700770773066,0.5,6.886567143622187,1.4509724003903337,1.2492398951462542,2.175851194982456,2.833213344056216,1.791759469228055,1.0986122886681098,2.302585092994046,7.744136627627991,1.3862943611198906,1.3862943611198906,1.410986973710262,1,"Repository: mini-web-9
Description: Blog platform clone
Language: C++ (3 languages total)
Popularity: 16 stars, 5 forks
Team: 2 contributors
Activity: moderate commit activity (3.1 commits/week), last updated 283 days ago (possibly inactive)
Infrastructure: no CI/CD setup, includes automated tests, no license
Collaboration: 5 open issues, 9 closed PRs
Maturity: 3 releases, 2307-char README, 4 topics
Age: established project (335 days old)"
10371,user_59188,platform-project-21,user_59188/platform-project-21,Open-source orchestration framework,Rust,26616,1555,1092,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8', 'topic9', 'topic10', 'topic11']",12,1,0,0,1834,6,7864,1774,82,24194,1,265,1752,88.83,1,6,2026-05-26T07:28:14.337862,lead_architect,synthetic,17.105398457583547,0.3390458002326496,28.65866910591054,0.6229321163719338,13.1919302000044,3.9887630714065647,4.380095675942037,5.36818614278747,10.18930538837816,7.349873704738337,4.418840607796598,7.469083884921234,10.09390127922742,5.583496308781699,8.970177815492379,4.497918995241116,4,"Repository: platform-project-21
Description: Open-source orchestration framework
Language: Rust (6 languages total)
Popularity: 26616 stars, 1555 forks
Team: 82 contributors
Activity: very high commit activity (88.8 commits/week), updated within the past week
Infrastructure: has CI/CD workflows, includes automated tests, licensed
Collaboration: 1092 open issues, 1752 closed PRs
Maturity: 265 releases, 24194-char README, 12 topics
Age: long-running project (1834 days old)"
10388,user_22581,engine-tool-38,user_22581/engine-tool-38,Developer toolchain for cloud deployments,Go,45377,13632,320,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7']",8,1,0,0,4457,4,13366,16266,45,14472,1,163,322,51.57,1,5,2026-05-26T07:28:14.338763,lead_architect,synthetic,3.328467688696545,0.0809939419863231,2.167377144935761,0.9907120743034056,3.247027147577512,3.3210475196547766,4.266696850312721,4.963155202120808,10.722782685084084,9.520248603186127,3.828641396489095,5.777652323222656,9.580040123637604,5.099866427824199,9.500544261971474,3.962145614831357,4,"Repository: engine-tool-38
Description: Developer toolchain for cloud deployments
Language: Go (5 languages total)
Popularity: 45377 stars, 13632 forks
Team: 45 contributors
Activity: very high commit activity (51.6 commits/week), updated within the past week
Infrastructure: has CI/CD workflows, includes automated tests, licensed
Collaboration: 320 open issues, 322 closed PRs
Maturity: 163 releases, 14472-char README, 8 topics
Age: long-running project (4457 days old)"
10495,user_51910,temp-web-45,user_51910/temp-web-45,backup of my old project,TypeScript,1,5,0,"['topic0', 'topic1']",2,0,0,0,887,1402,0,4,1,260,0,1,2,0.11,0,1,2026-05-26T07:28:14.344088,low_value,synthetic,0.1666666666666666,0.0008680946943893,0.0676437406659388,0.0,0.2931228858025672,0.4482941438175497,0.4158883083359672,1.8894330375840316,0.6931471805599453,1.791759469228055,0.6931471805599453,1.0986122886681098,5.564520407322694,0.6931471805599453,0.0,0.1043600153242427,6,"Repository: temp-web-45
Description: backup of my old project
Language: TypeScript (1 language total)
Popularity: 1 stars, 5 forks
Team: 1 contributor
Activity: low or sporadic commits (0.1 commits/week), last updated 1402 days ago (possibly inactive)
Infrastructure: no CI/CD setup, no tests found, no license
Collaboration: 0 open issues, 2 closed PRs
Maturity: 1 release, 260-char README, 2 topics
Age: long-running project (887 days old)"
10030,user_3552,homework-project-30,user_3552/homework-project-30,Learning Flask basics,C#,1,0,0,['topic0'],1,0,0,0,180,682,0,0,2,518,0,1,0,2.53,0,2,2026-05-26T07:28:14.322118,intern_level,synthetic,1.0,0.0983888850626544,0.0,0.0,2.8777777617901235,0.6263269309602617,0.5172545853630083,1.4529819145321818,0.6931471805599453,0.0,1.0986122886681098,0.0,6.251903883165888,0.6931471805599453,0.0,1.2612978709452054,0,"Repository: homework-project-30
Description: Learning Flask basics
Language: C# (2 languages total)
Popularity: 1 stars, 0 forks
Team: 2 contributors
Activity: moderate commit activity (2.5 commits/week), last updated 682 days ago (possibly inactive)
Infrastructure: no CI/CD setup, no tests found, no license
Collaboration: 0 open issues, 0 closed PRs
Maturity: 1 release, 518-char README, 1 topic
Age: established project (180 days old)"
10316,user_46851,enterprise-cli-41,user_46851/enterprise-cli-41,Open-source framework for building APIs,TypeScript,4676,676,53,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8']",9,1,0,0,2433,5,1190,734,12,10313,1,54,394,16.17,1,2,2026-05-26T07:28:14.335272,senior_level,synthetic,6.9069423929098965,0.0465228112101686,4.858199693487057,0.1341772151898734,4.238799833851706,3.045500004741368,3.332419748695433,4.347939384101597,8.450412157725886,6.517671272912275,2.5649493574615367,5.978885764901122,9.241257474610904,4.007333185232471,7.0825485693553,2.843163674909384,3,"Repository: enterprise-cli-41
Description: Open-source framework for building APIs
Language: TypeScript (2 languages total)
Popularity: 4676 stars, 676 forks
Team: 12 contributors
Activity: regular commit activity (16.2 commits/week), updated within the past week
Infrastructure: has CI/CD workflows, includes automated tests, licensed
Collaboration: 53 open issues, 394 closed PRs
Maturity: 54 releases, 10313-char README, 9 topics
Age: long-running project (2433 days old)"
10408,user_47254,boilerplate-lib-8,user_47254/boilerplate-lib-8,Starter template for React + TypeScript,PHP,104,12,20,"['topic0', 'topic1', 'topic2']",3,1,0,1,1255,315,30,12,1,578,1,2,6,1.4,0,3,2026-05-26T07:28:14.339700,template_boilerplate,synthetic,8.0,0.0078087648966841,0.1434262913922002,2.857142857142857,0.4605577685573244,1.1761795522103893,1.4688707084717074,2.3593287520903,4.653960350157523,2.5649493574615367,0.6931471805599453,1.9459101490553128,6.361302477572996,1.0986122886681098,3.4339872044851463,0.8754687373538999,5,"Repository: boilerplate-lib-8 (template repository)
Description: Starter template for React + TypeScript
Language: PHP (3 languages total)
Popularity: 104 stars, 12 forks
Team: 1 contributor
Activity: moderate commit activity (1.4 commits/week), last updated 315 days ago (possibly inactive)
Infrastructure: has CI/CD workflows, no tests found, licensed
Collaboration: 20 open issues, 6 closed PRs
Maturity: 2 releases, 578-char README, 3 topics
Age: long-running project (1255 days old)"
10490,user_46143,temp-bot-40,user_46143/temp-bot-40,copy of tutorial code,Python,5,1,0,"['topic0', 'topic1']",2,0,0,0,2851,968,1,1,1,130,0,1,0,0.2,0,1,2026-05-26T07:28:14.343860,low_value,synthetic,2.5,0.0004910557686996,0.0,0.0,0.0455980357609266,0.2388659207728575,0.6356107660695891,1.9030713875588128,1.791759469228055,0.6931471805599453,0.6931471805599453,0.0,4.875197323201151,0.6931471805599453,0.6931471805599453,0.1823215567939546,6,"Repository: temp-bot-40
Description: copy of tutorial code
Language: Python (1 language total)
Popularity: 5 stars, 1 forks
Team: 1 contributor
Activity: low or sporadic commits (0.2 commits/week), last updated 968 days ago (possibly inactive)
Infrastructure: no CI/CD setup, no tests found, no license
Collaboration: 0 open issues, 0 closed PRs
Maturity: 1 release, 130-char README, 2 topics
Age: long-running project (2851 days old)"
10491,user_54511,temp-project-41,user_54511/temp-project-41,untitled,C++,0,2,4,"['topic0', 'topic1']",2,0,0,0,2639,769,0,2,1,191,0,1,1,0.1,0,1,2026-05-26T07:28:14.343907,low_value,synthetic,0.0,0.0002652519886863,0.011367942273195,2.0,0.0723758999346813,0.4650767844749444,0.2772588722239781,2.0262525065920367,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,5.2574953720277815,0.6931471805599453,0.0,0.0953101798043248,6,"Repository: temp-project-41
Description: untitled
Language: C++ (1 language total)
Popularity: 0 stars, 2 forks
Team: 1 contributor
Activity: low or sporadic commits (0.1 commits/week), last updated 769 days ago (possibly inactive)
Infrastructure: no CI/CD setup, no tests found, no license
Collaboration: 4 open issues, 1 closed PR
Maturity: 1 release, 191-char README, 2 topics
Age: long-running project (2639 days old)"
10280,user_87761,enterprise-service-5,user_87761/enterprise-service-5,Security audit and compliance toolkit,C#,5026,891,201,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7']",8,1,0,0,835,33,1393,1032,20,4310,1,54,79,14.28,1,6,2026-05-26T07:28:14.333632,senior_level,synthetic,5.634529147982063,0.1197125738467209,2.8383232513177274,2.5125,5.161676640524938,2.525213565991904,3.4667463199542423,3.9347282960290655,8.522578663692576,6.79346613258001,3.044522437723423,4.382026634673881,8.368925174747135,4.007333185232471,7.239932591320469,2.7265447837383743,3,"Repository: enterprise-service-5
Description: Security audit and compliance toolkit
Language: C# (6 languages total)
Popularity: 5026 stars, 891 forks
Team: 20 contributors
Activity: regular commit activity (14.3 commits/week), updated within 6 months
Infrastructure: has CI/CD workflows, includes automated tests, licensed
Collaboration: 201 open issues, 79 closed PRs
Maturity: 54 releases, 4310-char README, 8 topics
Age: long-running project (835 days old)"
10356,user_6492,open-app-6,user_6492/open-app-6,Distributed database engine,Java,34313,2391,1086,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8', 'topic9', 'topic10', 'topic11', 'topic12', 'topic13']",14,1,0,0,3393,10,9650,2623,76,27617,1,278,1562,74.73,1,12,2026-05-26T07:28:14.337085,lead_architect,synthetic,14.34489966555184,0.1541732976483309,13.810786792123904,0.6948176583493282,8.139404654247155,3.902231359660595,4.419294865365301,5.459019067070823,10.443308713143372,7.779885115070522,4.343805421853684,7.354362330421477,10.226223013045296,5.631211781821365,9.174816815907135,4.327174383125731,4,"Repository: open-app-6
Description: Distributed database engine
Language: Java (12 languages total)
Popularity: 34313 stars, 2391 forks
Team: 76 contributors
Activity: very high commit activity (74.7 commits/week), updated within the past month
Infrastructure: has CI/CD workflows, includes automated tests, licensed
Collaboration: 1086 open issues, 1562 closed PRs
Maturity: 278 releases, 27617-char README, 14 topics
Age: long-running project (3393 days old)"
10076,user_90399,simple-project-1,user_90399/simple-project-1,Discord bot for my server,Java,8,0,12,"['topic0', 'topic1']",2,0,0,0,469,332,2,0,3,759,1,2,4,5.72,0,2,2026-05-26T07:28:14.324352,junior_level,synthetic,8.0,0.0853731330541323,0.2558635230790924,2.4,1.6183368835429917,1.3803332938923083,1.150810349047433,2.118730169441236,2.19722457733622,0.0,1.3862943611198906,1.6094379124341005,6.633318433280377,1.0986122886681098,1.0986122886681098,1.9050881545350584,1,"Repository: simple-project-1
Description: Discord bot for my server
Language: Java (2 languages total)
Popularity: 8 stars, 0 forks
Team: 3 contributors
Activity: regular commit activity (5.7 commits/week), last updated 332 days ago (possibly inactive)
Infrastructure: has CI/CD workflows, no tests found, no license
Collaboration: 12 open issues, 4 closed PRs
Maturity: 2 releases, 759-char README, 2 topics
Age: established project (469 days old)"
10461,user_93004,temp-project-11,user_93004/temp-project-11,forked to try later,C++,2,3,4,[],0,0,0,0,2754,1379,0,3,1,252,0,0,0,0.66,0,1,2026-05-26T07:28:14.342453,low_value,synthetic,0.5,0.00167755990859,0.0,4.0,0.0915032679406306,0.2445759384585846,0.3930092528736083,1.7575213394573894,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.0,5.53338948872752,0.0,0.0,0.5068176023684519,6,"Repository: temp-project-11
Description: forked to try later
Language: C++ (1 language total)
Popularity: 2 stars, 3 forks
Team: 1 contributor
Activity: low or sporadic commits (0.7 commits/week), last updated 1379 days ago (possibly inactive)
Infrastructure: no CI/CD setup, no tests found, no license
Collaboration: 4 open issues, 0 closed PRs
Maturity: 0 releases, 252-char README, 0 topics
Age: long-running project (2754 days old)"
10497,user_71206,old-project-47,user_71206/old-project-47,backup of my old project,JavaScript,1,5,2,[],0,0,0,0,124,1213,0,5,1,102,0,0,0,0.34,0,1,2026-05-26T07:28:14.344180,low_value,synthetic,0.1666666666666666,0.01919354730359,0.0,2.0,0.8225806385275755,0.2173438050361146,0.3119162312519754,1.1389495426004466,0.6931471805599453,1.791759469228055,0.6931471805599453,0.0,4.634728988229636,0.0,0.0,0.29266961396282,6,"Repository: old-project-47
Description: backup of my old project
Language: JavaScript (1 language total)
Popularity: 1 stars, 5 forks
Team: 1 contributor
Activity: low or sporadic commits (0.3 commits/week), last updated 1213 days ago (possibly inactive)
Infrastructure: no CI/CD setup, no tests found, no license
Collaboration: 2 open issues, 0 closed PRs
Maturity: 0 releases, 102-char README, 0 topics
Age: recently created (124 days old)"
10211,user_57450,clean-project-36,user_57450/clean-project-36,Data pipeline for processing CSV files,Rust,461,124,41,"['topic0', 'topic1', 'topic2', 'topic3']",4,1,0,0,464,66,68,107,9,4077,1,8,81,15.25,1,2,2026-05-26T07:28:14.330627,mid_level,synthetic,3.688,0.2300646517016108,5.237068626913667,0.5,8.786637912097763,2.5437279277484546,2.5323429380652924,3.2748425192860777,6.135564891081739,4.8283137373023015,2.302585092994046,4.406719247264253,8.3133619511344,2.19722457733622,4.23410650459726,2.7880929087757464,2,"Repository: clean-project-36
Description: Data pipeline for processing CSV files
Language: Rust (2 languages total)
Popularity: 461 stars, 124 forks
Team: 9 contributors
Activity: regular commit activity (15.2 commits/week), updated within 6 months
Infrastructure: has CI/CD workflows, includes automated tests, licensed
Collaboration: 41 open issues, 81 closed PRs
Maturity: 8 releases, 4077-char README, 4 topics
Age: established project (464 days old)"
10101,user_63277,simple-app-26,user_63277/simple-app-26,Simple CRUD application,Java,24,8,5,['topic0'],1,0,0,0,667,314,3,7,2,2481,0,2,3,2.38,1,2,2026-05-26T07:28:14.325488,junior_level,synthetic,2.6666666666666665,0.024977510982245,0.1349325276642041,1.25,3.719640174333373,1.1112398729124275,1.283220080440884,2.0724920368319566,3.218875824868201,2.19722457733622,1.0986122886681098,1.3862943611198906,7.816819965764552,1.0986122886681098,1.3862943611198906,1.2178757094949273,1,"Repository: simple-app-26
Description: Simple CRUD application
Language: Java (2 languages total)
Popularity: 24 stars, 8 forks
Team: 2 contributors
Activity: moderate commit activity (2.4 commits/week), last updated 314 days ago (possibly inactive)
Infrastructure: no CI/CD setup, includes automated tests, no license
Collaboration: 5 open issues, 3 closed PRs
Maturity: 2 releases, 2481-char README, 1 topic
Age: established project (667 days old)"
