repo_id,owner,name,full_name,description,main_language,stars_count,forks_count,open_issues_count,topics,topics_count,has_license,is_fork,is_template,repo_age_days,last_activity_days,watchers_count,network_count,contributors_count,readme_length,has_ci_cd,releases_count,closed_prs_count,weekly_commit_freq,has_tests,language_count,collected_at,category,source,stars_per_fork_ratio,commit_density,pr_velocity,issue_pr_ratio,readme_density,activity_score,complexity_score,maturity_score,log_stars_count,log_forks_count,log_contributors_count,log_closed_prs_count,log_readme_length,log_releases_count,log_watchers_count,log_weekly_commit_freq,label
10009,user_83397,my-web-9,user_83397/my-web-9,Personal learning project,Go,8,6,1,"['topic0', 'topic1']",2,0,0,0,178,693,1,6,2,233,0,0,0,1.65,0,1,2026-05-29T05:31:09.606185,intern_level,synthetic,1.1428571428571428,0.06488763789767715,0.0,1.0,1.3089887566910745,0.5378528418322152,0.7140979876342715,1.3121302333351785,2.1972245773362196,1.9459101490553132,1.0986122886681098,0.0,5.455321115357702,0.0,0.6931471805599453,0.9745596399981308,0
10194,user_25983,cool-tool-19,user_25983/cool-tool-19,Data pipeline for processing CSV files,C++,421,115,42,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6']",7,1,0,0,648,30,54,92,2,2523,1,23,97,17.21,1,1,2026-05-29T05:31:09.615918,mid_level,synthetic,3.6293103448275863,0.18591049181886815,4.490740532836086,0.42857142857142855,3.8935185125100022,2.639392548512324,2.360362209526422,3.2723438773115494,6.045005314036012,4.7535901911063645,1.0986122886681098,4.584967478670572,7.8336002236611035,3.1780538303479458,4.007333185232471,2.9019708937395166,2
10406,user_66373,scaffold-web-6,user_66373/scaffold-web-6,Node.js microservice template,C#,23,7,20,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5']",6,1,0,1,312,623,5,5,4,5901,0,0,4,0.79,0,3,2026-05-29T05:31:09.627248,template_boilerplate,synthetic,2.875,0.017724358576697085,0.38461534763313965,4.0,18.91346147784147,0.9185885903437772,1.0379702441781142,2.023487698703376,3.1780538303479458,2.0794415416798357,1.6094379124341003,1.6094379124341003,8.683046555502886,0.0,1.791759469228055,0.5822156198526637,5
10084,user_90065,mini-web-9,user_90065/mini-web-9,Blog platform clone,C++,16,5,5,"['topic0', 'topic1', 'topic2', 'topic3']",4,0,0,0,335,283,3,5,2,2307,0,3,9,3.1,1,3,2026-05-29T05:31:09.610803,junior_level,synthetic,2.6666666666666665,0.06477611804945425,0.8059700770773066,0.5,6.886567143622187,1.4509724003903337,1.2492398951462542,2.1758511949824557,2.833213344056216,1.791759469228055,1.0986122886681098,2.302585092994046,7.744136627627991,1.3862943611198906,1.3862943611198906,1.410986973710262,1
10371,user_59188,platform-project-21,user_59188/platform-project-21,Open-source orchestration framework,Rust,26616,1555,1092,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8', 'topic9', 'topic10', 'topic11']",12,1,0,0,1834,6,7864,1774,82,24194,1,265,1752,88.83,1,6,2026-05-29T05:31:09.625575,lead_architect,synthetic,17.105398457583547,0.33904580023264963,28.65866910591054,0.6229321163719338,13.1919302000044,3.9887630714065647,4.380095675942037,5.36818614278747,10.189305388378159,7.349873704738337,4.418840607796598,7.469083884921234,10.093901279227419,5.583496308781699,8.970177815492379,4.497918995241116,4
10388,user_22581,engine-tool-38,user_22581/engine-tool-38,Developer toolchain for cloud deployments,Go,45377,13632,320,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7']",8,1,0,0,4457,4,13366,16266,45,14472,1,163,322,51.57,1,5,2026-05-29T05:31:09.626390,lead_architect,synthetic,3.328467688696545,0.08099394198632319,2.167377144935761,0.9907120743034056,3.247027147577512,3.3210475196547766,4.266696850312721,4.963155202120808,10.722782685084084,9.520248603186129,3.828641396489095,5.777652323222656,9.580040123637605,5.099866427824199,9.500544261971474,3.9621456148313565,4
10495,user_51910,temp-web-45,user_51910/temp-web-45,backup of my old project,TypeScript,1,5,0,"['topic0', 'topic1']",2,0,0,0,887,1402,0,4,1,260,0,1,2,0.11,0,1,2026-05-29T05:31:09.631339,low_value,synthetic,0.16666666666666666,0.0008680946943893317,0.06764374066593887,0.0,0.29312288580256723,0.44829414381754973,0.4158883083359672,1.8894330375840314,0.6931471805599453,1.791759469228055,0.6931471805599453,1.0986122886681098,5.564520407322694,0.6931471805599453,0.0,0.10436001532424277,6
10030,user_3552,homework-project-30,user_3552/homework-project-30,Learning Flask basics,C#,1,0,0,['topic0'],1,0,0,0,180,682,0,0,2,518,0,1,0,2.53,0,2,2026-05-29T05:31:09.607138,intern_level,synthetic,1.0,0.09838888506265446,0.0,0.0,2.8777777617901235,0.6263269309602617,0.5172545853630083,1.4529819145321818,0.6931471805599453,0.0,1.0986122886681098,0.0,6.251903883165888,0.6931471805599453,0.0,1.2612978709452054,0
10316,user_46851,enterprise-cli-41,user_46851/enterprise-cli-41,Open-source framework for building APIs,TypeScript,4676,676,53,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8']",9,1,0,0,2433,5,1190,734,12,10313,1,54,394,16.17,1,2,2026-05-29T05:31:09.622918,senior_level,synthetic,6.9069423929098965,0.04652281121016866,4.858199693487057,0.1341772151898734,4.238799833851706,3.045500004741368,3.3324197486954326,4.347939384101597,8.450412157725886,6.517671272912275,2.5649493574615367,5.978885764901122,9.241257474610904,4.007333185232471,7.0825485693553,2.843163674909384,3
10408,user_47254,boilerplate-lib-8,user_47254/boilerplate-lib-8,Starter template for React + TypeScript,PHP,104,12,20,"['topic0', 'topic1', 'topic2']",3,1,0,1,1255,315,30,12,1,578,1,2,6,1.4,0,3,2026-05-29T05:31:09.627338,template_boilerplate,synthetic,8.0,0.00780876489668418,0.1434262913922002,2.857142857142857,0.46055776855732444,1.1761795522103893,1.4688707084717074,2.3593287520903,4.653960350157523,2.5649493574615367,0.6931471805599453,1.9459101490553132,6.361302477572996,1.0986122886681098,3.4339872044851463,0.8754687373538999,5
10490,user_46143,temp-bot-40,user_46143/temp-bot-40,copy of tutorial code,Python,5,1,0,"['topic0', 'topic1']",2,0,0,0,2851,968,1,1,1,130,0,1,0,0.2,0,1,2026-05-29T05:31:09.631122,low_value,synthetic,2.5,0.0004910557686996176,0.0,0.0,0.045598035760926685,0.2388659207728575,0.6356107660695891,1.9030713875588128,1.791759469228055,0.6931471805599453,0.6931471805599453,0.0,4.875197323201151,0.6931471805599453,0.6931471805599453,0.18232155679395465,6
10491,user_54511,temp-project-41,user_54511/temp-project-41,untitled,C++,0,2,4,"['topic0', 'topic1']",2,0,0,0,2639,769,0,2,1,191,0,1,1,0.1,0,1,2026-05-29T05:31:09.631165,low_value,synthetic,0.0,0.0002652519886863343,0.011367942273195049,2.0,0.07237589993468135,0.4650767844749444,0.2772588722239781,2.0262525065920367,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,5.2574953720277815,0.6931471805599453,0.0,0.09531017980432487,6
10280,user_87761,enterprise-service-5,user_87761/enterprise-service-5,Security audit and compliance toolkit,C#,5026,891,201,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7']",8,1,0,0,835,33,1393,1032,20,4310,1,54,79,14.28,1,6,2026-05-29T05:31:09.621158,senior_level,synthetic,5.634529147982063,0.11971257384672093,2.8383232513177274,2.5125,5.161676640524938,2.525213565991904,3.4667463199542423,3.9347282960290664,8.522578663692576,6.79346613258001,3.044522437723423,4.382026634673881,8.368925174747135,4.007333185232471,7.2399325913204695,2.7265447837383743,3
10356,user_6492,open-app-6,user_6492/open-app-6,Distributed database engine,Java,34313,2391,1086,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8', 'topic9', 'topic10', 'topic11', 'topic12', 'topic13']",14,1,0,0,3393,10,9650,2623,76,27617,1,278,1562,74.73,1,12,2026-05-29T05:31:09.624834,lead_architect,synthetic,14.34489966555184,0.15417329764833096,13.810786792123903,0.6948176583493282,8.139404654247155,3.902231359660595,4.419294865365301,5.459019067070823,10.443308713143372,7.779885115070522,4.343805421853684,7.354362330421477,10.226223013045296,5.631211781821365,9.174816815907135,4.327174383125731,4
10076,user_90399,simple-project-1,user_90399/simple-project-1,Discord bot for my server,Java,8,0,12,"['topic0', 'topic1']",2,0,0,0,469,332,2,0,3,759,1,2,4,5.72,0,2,2026-05-29T05:31:09.610456,junior_level,synthetic,8.0,0.08537313305413234,0.2558635230790924,2.4,1.6183368835429917,1.3803332938923083,1.150810349047433,2.118730169441236,2.1972245773362196,0.0,1.3862943611198906,1.6094379124341003,6.633318433280377,1.0986122886681098,1.0986122886681098,1.9050881545350582,1
10461,user_93004,temp-project-11,user_93004/temp-project-11,forked to try later,C++,2,3,4,[],0,0,0,0,2754,1379,0,3,1,252,0,0,0,0.66,0,1,2026-05-29T05:31:09.629831,low_value,synthetic,0.5,0.00167755990859008,0.0,4.0,0.09150326794063063,0.2445759384585846,0.39300925287360833,1.7575213394573894,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.0,5.53338948872752,0.0,0.0,0.5068176023684519,6
10497,user_71206,old-project-47,user_71206/old-project-47,backup of my old project,JavaScript,1,5,2,[],0,0,0,0,124,1213,0,5,1,102,0,0,0,0.34,0,1,2026-05-29T05:31:09.631423,low_value,synthetic,0.16666666666666666,0.01919354730359007,0.0,2.0,0.8225806385275755,0.21734380503611467,0.3119162312519754,1.1389495426004466,0.6931471805599453,1.791759469228055,0.6931471805599453,0.0,4.634728988229636,0.0,0.0,0.29266961396282,6
10211,user_57450,clean-project-36,user_57450/clean-project-36,Data pipeline for processing CSV files,Rust,461,124,41,"['topic0', 'topic1', 'topic2', 'topic3']",4,1,0,0,464,66,68,107,9,4077,1,8,81,15.25,1,2,2026-05-29T05:31:09.616937,mid_level,synthetic,3.688,0.23006465170161083,5.237068626913667,0.5,8.786637912097763,2.5437279277484546,2.5323429380652924,3.2748425192860777,6.135564891081739,4.8283137373023015,2.302585092994046,4.406719247264253,8.3133619511344,2.1972245773362196,4.23410650459726,2.7880929087757464,2
10101,user_63277,simple-app-26,user_63277/simple-app-26,Simple CRUD application,Java,24,8,5,['topic0'],1,0,0,0,667,314,3,7,2,2481,0,2,3,2.38,1,2,2026-05-29T05:31:09.611601,junior_level,synthetic,2.6666666666666665,0.02497751098224501,0.13493252766420413,1.25,3.719640174333373,1.1112398729124275,1.283220080440884,2.0724920368319566,3.2188758248682006,2.1972245773362196,1.0986122886681098,1.3862943611198906,7.8168199657645525,1.0986122886681098,1.3862943611198906,1.2178757094949273,1
10334,user_20313,production-bot-59,user_20313/production-bot-59,Security audit and compliance toolkit,Ruby,4468,715,41,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6']",7,1,0,0,2281,0,516,845,19,13877,1,44,531,29.58,1,5,2026-05-29T05:31:09.623765,senior_level,synthetic,6.240223463687151,0.09077597517078832,6.983778952427283,0.07706766917293233,6.083735201190822,3.309096906952768,3.4009164316407365,4.462155770295294,8.404919948933452,6.573680166960646,2.995732273553991,6.2766434893416445,9.538060131459494,3.8066624897703196,6.248042874508429,3.420346200500916,3
10475,user_11518,old-system-25,user_11518/old-system-25,forked to try later,C++,3,3,3,[],0,0,0,0,3588,1279,0,2,1,72,0,0,2,0.21,0,1,2026-05-29T05:31:09.630464,low_value,synthetic,0.75,0.0004096989958562171,0.01672240788693639,1.0,0.020066889626514244,0.5015969962667514,0.4505456673639644,2.03013503110313,1.3862943611198906,1.3862943611198906,0.6931471805599453,1.0986122886681098,4.290459441148391,0.0,0.0,0.19062035960864973,6
10336,user_66799,robust-app-61,user_66799/robust-app-61,Database migration and management tool,C++,5425,1307,144,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5']",6,1,0,0,2226,21,670,1255,6,13391,1,46,130,14.19,1,2,2026-05-29T05:31:09.623857,senior_level,synthetic,4.147553516819572,0.04462264136911119,1.752021539730168,1.099236641221374,6.015723267737771,2.6740681176951577,3.183791176164113,3.9232286556975438,8.598957493218878,7.176254532017144,1.9459101490553132,4.875197323201151,9.502412792729256,3.8501476017100584,6.508769136971682,2.7206373166076814,3
10440,user_44292,template-api-40,user_44292/template-api-40,MLOps project starter kit,C++,116,13,4,"['topic0', 'topic1', 'topic2']",3,0,0,0,1289,504,24,13,4,3303,1,0,1,1.36,1,3,2026-05-29T05:31:09.628865,template_boilerplate,synthetic,8.285714285714286,0.007385570169356873,0.0232738551604223,2.0,2.562451510812683,0.7531680579394398,1.7547942650680763,1.9734684136916578,4.762173934797756,2.6390573296152584,1.6094379124341003,0.6931471805599453,8.102889134640868,0.0,3.2188758248682006,0.8586616190375187,5
10173,user_38828,mini-cli-98,user_38828/mini-cli-98,Basic e-commerce backend,PHP,12,5,9,"['topic0', 'topic1', 'topic2']",3,1,0,0,526,354,3,5,3,811,1,3,1,2.92,0,2,2026-05-29T05:31:09.614882,junior_level,synthetic,2.0,0.03885931507221444,0.05703421727941726,4.5,1.5418250921258079,0.9388418844224072,1.2675076159402636,2.1659020083242124,2.5649493574615367,1.791759469228055,1.3862943611198906,0.6931471805599453,6.699500340161678,1.3862943611198906,1.3862943611198906,1.366091653802371,1
10002,user_29657,my-app-2,user_29657/my-app-2,Todo list app practice,JavaScript,2,4,3,['topic0'],1,0,0,0,248,375,0,3,1,13,0,1,0,0.29,1,1,2026-05-29T05:31:09.605845,intern_level,synthetic,0.4,0.008185483639925864,0.0,3.0,0.05241935462734131,0.39278062537829495,0.6969813299576002,1.415406810544917,1.0986122886681098,1.6094379124341003,0.6931471805599453,0.0,2.6390573296152584,0.6931471805599453,0.0,0.2546422183735807,0
10333,user_11993,advanced-api-58,user_11993/advanced-api-58,Multi-tenant SaaS backend with extensive docs,Go,340,35,202,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4']",5,1,0,0,823,19,41,41,26,6105,1,38,335,23.89,1,7,2026-05-29T05:31:09.623720,senior_level,synthetic,9.444444444444445,0.20319562403114294,12.211421183058766,0.6011904761904762,7.417982980051054,3.1052368395360332,2.939869958877233,4.212927883701546,5.831882477283517,3.58351893845611,3.295836866004329,5.817111159963204,8.717027173294824,3.6635616461296463,3.7376696182833684,3.2144661163795005,3
10409,user_79317,template-service-9,user_79317/template-service-9,MLOps project starter kit,C#,67,13,2,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4']",5,1,0,1,1655,218,11,11,4,7249,0,0,10,2.89,1,3,2026-05-29T05:31:09.627383,template_boilerplate,synthetic,4.785714285714286,0.012223564902981902,0.1812688788893859,0.18181818181818182,4.380060420314162,1.4782848631308472,1.4462610191437464,2.5143705996572407,4.219507705176107,2.6390573296152584,1.6094379124341003,2.3978952727983707,8.88875674784872,0.0,2.4849066497880004,1.358409157630355,5
10070,user_84136,learning-app-70,user_84136/learning-app-70,Simple web scraper practice,JavaScript,6,1,2,"['topic0', 'topic1']",2,0,0,0,281,642,0,1,1,523,0,1,1,0.11,0,2,2026-05-29T05:31:09.610195,intern_level,synthetic,3.0,0.0027402134548701273,0.10676155443826821,1.0,1.8612099577892884,0.49610834605622633,0.6664409020350408,1.5789270815515872,1.9459101490553132,0.6931471805599453,0.6931471805599453,0.6931471805599453,6.261491684321042,0.6931471805599453,0.0,0.10436001532424277,0
10209,user_59153,fast-api-34,user_59153/fast-api-34,Data pipeline for processing CSV files,JavaScript,201,46,36,"['topic0', 'topic1', 'topic2', 'topic3']",4,1,0,0,940,42,48,54,11,1168,1,5,105,5.45,1,4,2026-05-29T05:31:09.616821,mid_level,synthetic,4.276595744680851,0.040585106080749216,3.3510637228383917,0.33962264150943394,1.2425531901674967,2.348891218980941,2.3516441223114493,3.4316550030321005,5.308267697401205,3.8501476017100584,2.4849066497880004,4.663439094112067,7.063903961472068,1.791759469228055,3.8918202981106265,1.864080130807681,2
10063,user_67307,my-web-63,user_67307/my-web-63,Calculator in Python,Java,7,5,0,[],0,1,0,0,336,702,0,5,2,6,0,0,1,2.04,0,1,2026-05-29T05:31:09.609869,intern_level,synthetic,1.1666666666666667,0.04249999911458335,0.08928570631377623,0.0,0.017857142803996598,0.7849796696629879,0.6905413805029946,1.7272990943494888,2.0794415416798357,1.791759469228055,1.0986122886681098,0.6931471805599453,1.9459101490553132,0.0,0.0,1.1118575154181303,0
10384,user_76353,engine-system-34,user_76353/engine-system-34,Open-source orchestration framework,C++,28304,4065,709,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8']",9,1,0,0,2312,4,6285,4609,111,18737,1,147,4133,106.8,1,8,2026-05-29T05:31:09.626208,lead_architect,synthetic,6.961141170683718,0.3233564004050628,53.62889203768739,0.17150459603289792,8.104238750819967,4.301291657853556,4.379365308182543,5.543727453071227,10.25079374647076,8.310414994188292,4.718498871295094,8.327000740241713,9.838308826511133,4.997212273764115,8.746080217357513,4.680277658474897,4
10093,user_26144,mini-web-18,user_26144/mini-web-18,Task management app,TypeScript,11,5,9,"['topic0', 'topic1', 'topic2', 'topic3']",4,0,0,0,385,186,2,5,1,799,0,2,2,5.29,0,1,2026-05-29T05:31:09.611246,junior_level,synthetic,1.8333333333333333,0.09618181643305788,0.15584414370045635,3.0,2.0753246699342216,1.239800435907783,0.8350599683978028,1.8038991845001968,2.4849066497880004,1.791759469228055,0.6931471805599453,1.0986122886681098,6.684611727667927,1.0986122886681098,1.0986122886681098,1.8389610707123492,1
10485,user_38914,untitled-tool-35,user_38914/untitled-tool-35,backup of my old project,Ruby,1,5,2,"['topic0', 'topic1']",2,0,0,0,2122,534,0,4,1,282,0,1,1,0.63,0,1,2026-05-29T05:31:09.630902,low_value,synthetic,0.16666666666666666,0.0020782280798550437,0.01413760583217334,1.0,0.13289349663859873,0.6354546134630832,0.4158883083359672,1.9826627597046158,0.6931471805599453,1.791759469228055,0.6931471805599453,0.6931471805599453,5.645446897643238,0.6931471805599453,0.0,0.48858001481867097,6
10185,user_1150,awesome-system-10,user_1150/awesome-system-10,Automated testing framework extension,Ruby,150,34,41,"['topic0', 'topic1']",2,1,0,0,1018,59,15,29,9,2748,1,24,26,17.46,1,3,2026-05-29T05:31:09.615418,mid_level,synthetic,4.285714285714286,0.1200589382707146,0.7662082288936672,1.5185185185185186,2.699410606385648,2.2502779675426625,2.461933614341726,3.4139042180675627,5.017279836814924,3.5553480614894135,2.302585092994046,3.295836866004329,7.918992488165245,3.2188758248682006,2.772588722239781,2.9156062290747062,2
10033,user_17828,my-web-33,user_17828/my-web-33,Beginner machine learning experiments,TypeScript,4,4,3,['topic0'],1,0,0,0,53,262,1,4,1,531,0,0,2,2.77,0,1,2026-05-29T05:31:09.607274,intern_level,synthetic,0.8,0.3658490082840933,1.132074830901039,1.0,10.018867735493062,1.0692892416649415,0.4951743776268064,1.1908060621864633,1.6094379124341003,1.6094379124341003,0.6931471805599453,1.0986122886681098,6.2766434893416445,0.0,0.6931471805599453,1.3270750014599193,0
10077,user_54264,simple-project-2,user_54264/simple-project-2,Portfolio website backend,Ruby,28,11,9,"['topic0', 'topic1']",2,0,0,0,247,254,7,11,3,874,0,1,10,3.32,0,2,2026-05-29T05:31:09.610500,junior_level,synthetic,2.3333333333333335,0.09408906615941919,1.2145747512662248,0.8181818181818182,3.5384615241357835,1.5017119806657035,1.1240048333612593,2.0674678301846323,3.367295829986474,2.4849066497880004,1.3862943611198906,2.3978952727983707,6.774223886357614,0.6931471805599453,2.0794415416798357,1.463255402256019,1
10000,user_33098,my-app-0,user_33098/my-app-0,Todo list app practice,Go,6,3,2,[],0,0,0,0,337,488,1,2,2,214,0,0,1,1.84,0,2,2026-05-29T05:31:09.605690,intern_level,synthetic,1.5,0.03821958377585435,0.08902076358865607,1.0,0.6350148349109352,0.8122782349258265,0.6638351019780901,1.5778916873756204,1.9459101490553132,1.3862943611198906,1.0986122886681098,0.6931471805599453,5.3706380281276624,0.0,0.6931471805599453,1.0438040521731147,0
10011,user_14238,learning-api-11,user_14238/learning-api-11,Simple web scraper practice,Java,5,3,2,['topic0'],1,0,0,0,286,639,0,3,1,293,0,0,0,2.31,0,2,2026-05-29T05:31:09.606276,intern_level,synthetic,1.25,0.05653846015465308,0.0,2.0,1.0244755208934422,0.6166095404287315,0.5316386889855973,1.3051832382919106,1.791759469228055,1.3862943611198906,0.6931471805599453,0.0,5.683579767338681,0.0,0.0,1.1969481893889715,0
10415,user_49915,boilerplate-api-15,user_49915/boilerplate-api-15,Python package boilerplate,C++,16,4,6,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8']",9,1,1,0,1059,261,2,4,1,1227,1,5,8,2.57,0,1,2026-05-29T05:31:09.627651,template_boilerplate,synthetic,3.2,0.01698772415588851,0.22662888876405418,0.6666666666666666,1.158640225534806,1.3827430720052196,1.208693384335438,2.514288441874064,2.833213344056216,1.6094379124341003,0.6931471805599453,2.1972245773362196,7.113142108707088,1.791759469228055,1.0986122886681098,1.2725655957915476,5
10022,user_83240,my-api-22,user_83240/my-api-22,CS homework assignment,TypeScript,6,1,2,['topic0'],1,0,0,0,128,542,0,0,1,57,0,1,0,0.33,0,1,2026-05-29T05:31:09.606773,intern_level,synthetic,3.0,0.018046874013061577,0.0,2.0,0.44531249652099614,0.3647064139967431,0.6664409020350408,1.2838787121243098,1.9459101490553132,0.6931471805599453,0.6931471805599453,0.0,4.060443010546419,0.6931471805599453,0.0,0.2851789422336624,0
