repo_id,owner,name,full_name,description,main_language,stars_count,forks_count,open_issues_count,topics,topics_count,has_license,is_fork,is_template,repo_age_days,last_activity_days,watchers_count,network_count,contributors_count,readme_length,has_ci_cd,releases_count,closed_prs_count,weekly_commit_freq,has_tests,language_count,collected_at,category,source
10009,user_83397,my-web-9,user_83397/my-web-9,Personal learning project,Go,8,6,1,"['topic0', 'topic1']",2,False,False,False,178,693,1,6,2,233,False,0,0,1.65,False,1,2026-05-26T07:28:14.320709,intern_level,synthetic
10194,user_25983,cool-tool-19,user_25983/cool-tool-19,Data pipeline for processing CSV files,C++,421,115,42,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6']",7,True,False,False,648,30,54,92,2,2523,True,23,97,17.21,True,1,2026-05-26T07:28:14.329716,mid_level,synthetic
10406,user_66373,scaffold-web-6,user_66373/scaffold-web-6,Node.js microservice template,C#,23,7,20,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5']",6,True,False,True,312,623,5,5,4,5901,False,0,4,0.79,False,3,2026-05-26T07:28:14.339595,template_boilerplate,synthetic
10084,user_90065,mini-web-9,user_90065/mini-web-9,Blog platform clone,C++,16,5,5,"['topic0', 'topic1', 'topic2', 'topic3']",4,False,False,False,335,283,3,5,2,2307,False,3,9,3.1,True,3,2026-05-26T07:28:14.324707,junior_level,synthetic
10371,user_59188,platform-project-21,user_59188/platform-project-21,Open-source orchestration framework,Rust,26616,1555,1092,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8', 'topic9', 'topic10', 'topic11']",12,True,False,False,1834,6,7864,1774,82,24194,True,265,1752,88.83,True,6,2026-05-26T07:28:14.337862,lead_architect,synthetic
10388,user_22581,engine-tool-38,user_22581/engine-tool-38,Developer toolchain for cloud deployments,Go,45377,13632,320,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7']",8,True,False,False,4457,4,13366,16266,45,14472,True,163,322,51.57,True,5,2026-05-26T07:28:14.338763,lead_architect,synthetic
10495,user_51910,temp-web-45,user_51910/temp-web-45,backup of my old project,TypeScript,1,5,0,"['topic0', 'topic1']",2,False,False,False,887,1402,0,4,1,260,False,1,2,0.11,False,1,2026-05-26T07:28:14.344088,low_value,synthetic
10030,user_3552,homework-project-30,user_3552/homework-project-30,Learning Flask basics,C#,1,0,0,['topic0'],1,False,False,False,180,682,0,0,2,518,False,1,0,2.53,False,2,2026-05-26T07:28:14.322118,intern_level,synthetic
10316,user_46851,enterprise-cli-41,user_46851/enterprise-cli-41,Open-source framework for building APIs,TypeScript,4676,676,53,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8']",9,True,False,False,2433,5,1190,734,12,10313,True,54,394,16.17,True,2,2026-05-26T07:28:14.335272,senior_level,synthetic
10408,user_47254,boilerplate-lib-8,user_47254/boilerplate-lib-8,Starter template for React + TypeScript,PHP,104,12,20,"['topic0', 'topic1', 'topic2']",3,True,False,True,1255,315,30,12,1,578,True,2,6,1.4,False,3,2026-05-26T07:28:14.339700,template_boilerplate,synthetic
10490,user_46143,temp-bot-40,user_46143/temp-bot-40,copy of tutorial code,Python,5,1,0,"['topic0', 'topic1']",2,False,False,False,2851,968,1,1,1,130,False,1,0,0.2,False,1,2026-05-26T07:28:14.343860,low_value,synthetic
10491,user_54511,temp-project-41,user_54511/temp-project-41,untitled,C++,0,2,4,"['topic0', 'topic1']",2,False,False,False,2639,769,0,2,1,191,False,1,1,0.1,False,1,2026-05-26T07:28:14.343907,low_value,synthetic
10280,user_87761,enterprise-service-5,user_87761/enterprise-service-5,Security audit and compliance toolkit,C#,5026,891,201,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7']",8,True,False,False,835,33,1393,1032,20,4310,True,54,79,14.28,True,6,2026-05-26T07:28:14.333632,senior_level,synthetic
10356,user_6492,open-app-6,user_6492/open-app-6,Distributed database engine,Java,34313,2391,1086,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8', 'topic9', 'topic10', 'topic11', 'topic12', 'topic13']",14,True,False,False,3393,10,9650,2623,76,27617,True,278,1562,74.73,True,12,2026-05-26T07:28:14.337085,lead_architect,synthetic
10076,user_90399,simple-project-1,user_90399/simple-project-1,Discord bot for my server,Java,8,0,12,"['topic0', 'topic1']",2,False,False,False,469,332,2,0,3,759,True,2,4,5.72,False,2,2026-05-26T07:28:14.324352,junior_level,synthetic
10461,user_93004,temp-project-11,user_93004/temp-project-11,forked to try later,C++,2,3,4,[],0,False,False,False,2754,1379,0,3,1,252,False,0,0,0.66,False,1,2026-05-26T07:28:14.342453,low_value,synthetic
10497,user_71206,old-project-47,user_71206/old-project-47,backup of my old project,JavaScript,1,5,2,[],0,False,False,False,124,1213,0,5,1,102,False,0,0,0.34,False,1,2026-05-26T07:28:14.344180,low_value,synthetic
10211,user_57450,clean-project-36,user_57450/clean-project-36,Data pipeline for processing CSV files,Rust,461,124,41,"['topic0', 'topic1', 'topic2', 'topic3']",4,True,False,False,464,66,68,107,9,4077,True,8,81,15.25,True,2,2026-05-26T07:28:14.330627,mid_level,synthetic
10101,user_63277,simple-app-26,user_63277/simple-app-26,Simple CRUD application,Java,24,8,5,['topic0'],1,False,False,False,667,314,3,7,2,2481,False,2,3,2.38,True,2,2026-05-26T07:28:14.325488,junior_level,synthetic
10334,user_20313,production-bot-59,user_20313/production-bot-59,Security audit and compliance toolkit,Ruby,4468,715,41,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6']",7,True,False,False,2281,0,516,845,19,13877,True,44,531,29.58,True,5,2026-05-26T07:28:14.336113,senior_level,synthetic
10475,user_11518,old-system-25,user_11518/old-system-25,forked to try later,C++,3,3,3,[],0,False,False,False,3588,1279,0,2,1,72,False,0,2,0.21,False,1,2026-05-26T07:28:14.343155,low_value,synthetic
10336,user_66799,robust-app-61,user_66799/robust-app-61,Database migration and management tool,C++,5425,1307,144,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5']",6,True,False,False,2226,21,670,1255,6,13391,True,46,130,14.19,True,2,2026-05-26T07:28:14.336201,senior_level,synthetic
10440,user_44292,template-api-40,user_44292/template-api-40,MLOps project starter kit,C++,116,13,4,"['topic0', 'topic1', 'topic2']",3,False,False,False,1289,504,24,13,4,3303,True,0,1,1.36,True,3,2026-05-26T07:28:14.341450,template_boilerplate,synthetic
10173,user_38828,mini-cli-98,user_38828/mini-cli-98,Basic e-commerce backend,PHP,12,5,9,"['topic0', 'topic1', 'topic2']",3,True,False,False,526,354,3,5,3,811,True,3,1,2.92,False,2,2026-05-26T07:28:14.328710,junior_level,synthetic
10002,user_29657,my-app-2,user_29657/my-app-2,Todo list app practice,JavaScript,2,4,3,['topic0'],1,False,False,False,248,375,0,3,1,13,False,1,0,0.29,True,1,2026-05-26T07:28:14.320376,intern_level,synthetic
10333,user_11993,advanced-api-58,user_11993/advanced-api-58,Multi-tenant SaaS backend with extensive docs,Go,340,35,202,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4']",5,True,False,False,823,19,41,41,26,6105,True,38,335,23.89,True,7,2026-05-26T07:28:14.336070,senior_level,synthetic
10409,user_79317,template-service-9,user_79317/template-service-9,MLOps project starter kit,C#,67,13,2,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4']",5,True,False,True,1655,218,11,11,4,7249,False,0,10,2.89,True,3,2026-05-26T07:28:14.339750,template_boilerplate,synthetic
10070,user_84136,learning-app-70,user_84136/learning-app-70,Simple web scraper practice,JavaScript,6,1,2,"['topic0', 'topic1']",2,False,False,False,281,642,0,1,1,523,False,1,1,0.11,False,2,2026-05-26T07:28:14.324075,intern_level,synthetic
10209,user_59153,fast-api-34,user_59153/fast-api-34,Data pipeline for processing CSV files,JavaScript,201,46,36,"['topic0', 'topic1', 'topic2', 'topic3']",4,True,False,False,940,42,48,54,11,1168,True,5,105,5.45,True,4,2026-05-26T07:28:14.330538,mid_level,synthetic
10063,user_67307,my-web-63,user_67307/my-web-63,Calculator in Python,Java,7,5,0,[],0,True,False,False,336,702,0,5,2,6,False,0,1,2.04,False,1,2026-05-26T07:28:14.323733,intern_level,synthetic
10384,user_76353,engine-system-34,user_76353/engine-system-34,Open-source orchestration framework,C++,28304,4065,709,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8']",9,True,False,False,2312,4,6285,4609,111,18737,True,147,4133,106.8,True,8,2026-05-26T07:28:14.338582,lead_architect,synthetic
10093,user_26144,mini-web-18,user_26144/mini-web-18,Task management app,TypeScript,11,5,9,"['topic0', 'topic1', 'topic2', 'topic3']",4,False,False,False,385,186,2,5,1,799,False,2,2,5.29,False,1,2026-05-26T07:28:14.325110,junior_level,synthetic
10485,user_38914,untitled-tool-35,user_38914/untitled-tool-35,backup of my old project,Ruby,1,5,2,"['topic0', 'topic1']",2,False,False,False,2122,534,0,4,1,282,False,1,1,0.63,False,1,2026-05-26T07:28:14.343613,low_value,synthetic
10185,user_1150,awesome-system-10,user_1150/awesome-system-10,Automated testing framework extension,Ruby,150,34,41,"['topic0', 'topic1']",2,True,False,False,1018,59,15,29,9,2748,True,24,26,17.46,True,3,2026-05-26T07:28:14.329252,mid_level,synthetic
10033,user_17828,my-web-33,user_17828/my-web-33,Beginner machine learning experiments,TypeScript,4,4,3,['topic0'],1,False,False,False,53,262,1,4,1,531,False,0,2,2.77,False,1,2026-05-26T07:28:14.322283,intern_level,synthetic
10077,user_54264,simple-project-2,user_54264/simple-project-2,Portfolio website backend,Ruby,28,11,9,"['topic0', 'topic1']",2,False,False,False,247,254,7,11,3,874,False,1,10,3.32,False,2,2026-05-26T07:28:14.324398,junior_level,synthetic
10000,user_33098,my-app-0,user_33098/my-app-0,Todo list app practice,Go,6,3,2,[],0,False,False,False,337,488,1,2,2,214,False,0,1,1.84,False,2,2026-05-26T07:28:14.320233,intern_level,synthetic
10011,user_14238,learning-api-11,user_14238/learning-api-11,Simple web scraper practice,Java,5,3,2,['topic0'],1,False,False,False,286,639,0,3,1,293,False,0,0,2.31,False,2,2026-05-26T07:28:14.320806,intern_level,synthetic
10415,user_49915,boilerplate-api-15,user_49915/boilerplate-api-15,Python package boilerplate,C++,16,4,6,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8']",9,True,True,False,1059,261,2,4,1,1227,True,5,8,2.57,False,1,2026-05-26T07:28:14.340037,template_boilerplate,synthetic
10022,user_83240,my-api-22,user_83240/my-api-22,CS homework assignment,TypeScript,6,1,2,['topic0'],1,False,False,False,128,542,0,0,1,57,False,1,0,0.33,False,1,2026-05-26T07:28:14.321358,intern_level,synthetic
10072,user_73309,learning-tool-72,user_73309/learning-tool-72,Simple web scraper practice,C#,0,4,1,['topic0'],1,False,False,False,143,717,0,4,2,518,False,0,2,2.75,False,2,2026-05-26T07:28:14.324165,intern_level,synthetic
10182,user_44228,clean-api-7,user_44228/clean-api-7,Python SDK for third-party API integration,TypeScript,242,34,23,"['topic0', 'topic1', 'topic2']",3,False,False,False,272,22,51,35,6,3184,True,23,66,6.22,True,2,2026-05-26T07:28:14.329118,mid_level,synthetic
10131,user_76849,basic-service-56,user_76849/basic-service-56,REST API built with Flask,JavaScript,18,10,6,"['topic0', 'topic1', 'topic2', 'topic3']",4,True,False,False,262,31,5,10,3,829,False,0,6,4.19,True,1,2026-05-26T07:28:14.326832,junior_level,synthetic
10410,user_15089,starter-web-10,user_15089/starter-web-10,Docker + CI/CD template,Python,100,40,15,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8']",9,True,True,False,478,281,27,38,2,2524,False,3,5,2.55,False,4,2026-05-26T07:28:14.339798,template_boilerplate,synthetic
10193,user_32946,fast-bot-18,user_32946/fast-bot-18,Automated testing framework extension,C#,340,134,30,"['topic0', 'topic1', 'topic2', 'topic3']",4,True,False,False,115,24,43,150,7,3209,True,8,117,8.49,True,2,2026-05-26T07:28:14.329654,mid_level,synthetic
10055,user_77569,learning-app-55,user_77569/learning-app-55,Beginner machine learning experiments,Python,3,2,2,"['topic0', 'topic1']",2,False,False,False,140,741,0,2,1,549,False,1,1,1.1,False,1,2026-05-26T07:28:14.323352,intern_level,synthetic
10148,user_41135,basic-system-73,user_41135/basic-system-73,Blog platform clone,Java,24,6,10,"['topic0', 'topic1', 'topic2', 'topic3']",4,False,False,False,537,310,5,5,3,57,False,3,7,2.93,False,1,2026-05-26T07:28:14.327588,junior_level,synthetic
10018,user_85259,test-bot-18,user_85259/test-bot-18,Beginner machine learning experiments,C++,1,5,1,"['topic0', 'topic1']",2,False,False,False,348,692,0,5,2,287,False,1,3,2.8,False,2,2026-05-26T07:28:14.321142,intern_level,synthetic
10204,user_10807,better-system-29,user_10807/better-system-29,Automated testing framework extension,TypeScript,299,110,49,"['topic0', 'topic1']",2,False,False,False,914,59,43,101,9,5576,True,22,78,7.35,True,5,2026-05-26T07:28:14.330298,mid_level,synthetic
10078,user_55040,basic-tool-3,user_55040/basic-tool-3,REST API built with Flask,TypeScript,19,11,1,"['topic0', 'topic1', 'topic2', 'topic3']",4,True,False,False,32,173,3,11,3,2313,False,1,1,2.68,True,3,2026-05-26T07:28:14.324442,junior_level,synthetic
10494,user_55090,old-app-44,user_55090/old-app-44,copy of tutorial code,Ruby,0,2,1,"['topic0', 'topic1']",2,False,True,False,3312,1050,0,2,1,188,False,0,1,0.11,False,1,2026-05-26T07:28:14.344043,low_value,synthetic
10262,user_53262,fast-project-87,user_53262/fast-project-87,Python SDK for third-party API integration,C#,172,25,27,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6']",7,True,False,False,1245,86,23,23,11,5035,True,19,104,13.76,False,1,2026-05-26T07:28:14.332835,mid_level,synthetic
10323,user_97815,enterprise-web-48,user_97815/enterprise-web-48,Production-grade distributed system with Kubernetes,Ruby,1407,470,109,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5']",6,True,False,False,1191,7,361,527,33,9889,False,48,70,13.43,True,4,2026-05-26T07:28:14.335588,senior_level,synthetic
10483,user_33077,old-cli-33,user_33077/old-cli-33,,Python,4,3,3,[],0,False,False,False,2585,447,0,3,1,339,False,0,0,0.92,False,1,2026-05-26T07:28:14.343522,low_value,synthetic
10079,user_88806,basic-project-4,user_88806/basic-project-4,Discord bot for my server,C++,8,3,8,"['topic0', 'topic1', 'topic2', 'topic3']",4,False,False,False,550,53,1,2,1,219,True,3,1,5.39,False,1,2026-05-26T07:28:14.324487,junior_level,synthetic
10039,user_31007,my-api-39,user_31007/my-api-39,Learning Flask basics,Python,4,3,3,"['topic0', 'topic1']",2,False,False,False,104,364,0,3,1,305,False,1,3,2.72,False,1,2026-05-26T07:28:14.322598,intern_level,synthetic
10451,user_97549,backup-tool-1,user_97549/backup-tool-1,test123,Python,2,5,3,[],0,False,True,False,2225,1544,0,4,1,295,False,0,0,0.39,False,1,2026-05-26T07:28:14.341986,low_value,synthetic
10046,user_25931,my-lib-46,user_25931/my-lib-46,Beginner machine learning experiments,Java,2,4,3,[],0,True,False,False,371,770,0,3,2,314,False,0,1,2.71,False,1,2026-05-26T07:28:14.322942,intern_level,synthetic
10238,user_77983,clean-web-63,user_77983/clean-web-63,Data pipeline for processing CSV files,C++,129,50,60,"['topic0', 'topic1', 'topic2', 'topic3']",4,False,False,False,166,17,31,59,10,4999,False,8,113,16.47,False,2,2026-05-26T07:28:14.331805,mid_level,synthetic
10391,user_70924,open-service-41,user_70924/open-service-41,Open-source orchestration framework,PHP,31733,12674,652,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8', 'topic9', 'topic10']",11,True,False,False,4748,0,8841,13634,92,22948,True,109,4511,48.41,True,10,2026-05-26T07:28:14.338897,lead_architect,synthetic
10352,user_77271,core-lib-2,user_77271/core-lib-2,Distributed database engine,JavaScript,29806,4494,135,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6']",7,True,False,False,971,5,8777,4526,265,34746,True,164,2803,106.25,True,10,2026-05-26T07:28:14.336903,lead_architect,synthetic
10341,user_29266,enterprise-app-66,user_29266/enterprise-app-66,Multi-tenant SaaS backend with extensive docs,Go,3820,649,113,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8', 'topic9']",10,True,False,False,3073,17,1051,708,25,3864,True,20,217,24.26,True,6,2026-05-26T07:28:14.336419,senior_level,synthetic
10277,user_21631,robust-bot-2,user_21631/robust-bot-2,Database migration and management tool,Rust,3166,201,206,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5']",6,False,False,False,795,11,661,182,23,7086,True,53,311,19.82,True,5,2026-05-26T07:28:14.333498,senior_level,synthetic
10290,user_76465,robust-api-15,user_76465/robust-api-15,Security audit and compliance toolkit,Rust,5574,976,234,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7']",8,True,False,False,2033,8,985,1040,18,13030,False,29,300,10.32,True,6,2026-05-26T07:28:14.334083,senior_level,synthetic
10317,user_93908,robust-tool-42,user_93908/robust-tool-42,High-performance message queue processor,PHP,4576,1532,128,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8', 'topic9', 'topic10']",11,True,False,False,3645,15,877,1571,35,12103,True,35,186,31.59,True,4,2026-05-26T07:28:14.335316,senior_level,synthetic
10304,user_61521,advanced-api-29,user_61521/advanced-api-29,Cloud-native observability platform,Go,323,41,169,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8', 'topic9', 'topic10', 'topic11']",12,True,False,False,2609,31,56,43,13,5274,True,14,465,10.53,True,4,2026-05-26T07:28:14.334696,senior_level,synthetic
10268,user_41953,awesome-service-93,user_41953/awesome-service-93,Full-stack web application with CI/CD,PHP,172,25,17,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6']",7,True,False,False,764,59,31,26,7,1815,False,22,40,14.43,True,5,2026-05-26T07:28:14.333106,mid_level,synthetic
10069,user_67244,learning-lib-69,user_67244/learning-lib-69,Beginner machine learning experiments,Go,2,2,0,[],0,True,False,False,160,479,0,1,1,200,False,1,2,1.54,False,1,2026-05-26T07:28:14.324030,intern_level,synthetic
10455,user_51275,test-app-5,user_51275/test-app-5,backup of my old project,Go,0,1,0,['topic0'],1,False,True,False,3042,1246,0,1,1,83,False,1,1,0.44,False,1,2026-05-26T07:28:14.342174,low_value,synthetic
10465,user_71341,temp-lib-15,user_71341/temp-lib-15,untitled,PHP,0,5,1,[],0,False,False,False,1876,1268,0,5,1,265,False,0,2,0.85,False,1,2026-05-26T07:28:14.342637,low_value,synthetic
10154,user_30816,simple-lib-79,user_30816/simple-lib-79,Blog platform clone,Go,27,12,5,"['topic0', 'topic1', 'topic2']",3,False,False,False,658,315,6,13,2,1386,False,2,4,3.32,False,2,2026-05-26T07:28:14.327851,junior_level,synthetic
10082,user_4101,mini-lib-7,user_4101/mini-lib-7,Discord bot for my server,Java,22,3,1,"['topic0', 'topic1', 'topic2', 'topic3']",4,False,False,False,553,308,6,3,1,638,False,1,3,4.59,False,2,2026-05-26T07:28:14.324619,junior_level,synthetic
10477,user_96401,old-web-27,user_96401/old-web-27,backup of my old project,TypeScript,1,2,2,"['topic0', 'topic1']",2,False,False,False,3088,1537,0,2,1,83,False,1,0,0.45,False,1,2026-05-26T07:28:14.343246,low_value,synthetic
10172,user_8816,mini-tool-97,user_8816/mini-tool-97,Portfolio website backend,JavaScript,27,9,0,"['topic0', 'topic1', 'topic2', 'topic3']",4,False,False,False,460,139,6,10,2,108,False,0,12,5.05,False,1,2026-05-26T07:28:14.328663,junior_level,synthetic
10321,user_64736,scalable-lib-46,user_64736/scalable-lib-46,Real-time analytics engine,Rust,2471,814,33,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8', 'topic9']",10,True,False,False,2879,24,287,846,27,8231,True,47,516,29.13,True,7,2026-05-26T07:28:14.335494,senior_level,synthetic
10090,user_88062,mini-system-15,user_88062/mini-system-15,Blog platform clone,JavaScript,23,5,5,[],0,True,False,False,271,366,3,4,1,763,True,3,5,3.64,False,2,2026-05-26T07:28:14.324973,junior_level,synthetic
10180,user_58132,clean-tool-5,user_58132/clean-tool-5,Automated testing framework extension,PHP,274,88,42,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5']",6,True,False,False,999,59,27,73,5,4455,False,4,84,9.11,True,5,2026-05-26T07:28:14.329029,mid_level,synthetic
10414,user_82689,scaffold-web-14,user_82689/scaffold-web-14,FastAPI project boilerplate,Go,1,4,24,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6']",7,True,True,True,1809,350,0,4,3,6975,True,2,8,1.88,False,2,2026-05-26T07:28:14.339987,template_boilerplate,synthetic
10312,user_51779,production-project-37,user_51779/production-project-37,Security audit and compliance toolkit,Go,4858,759,177,"['topic0', 'topic1', 'topic2', 'topic3']",4,True,False,False,2305,22,1289,684,15,8474,True,27,540,20.46,True,4,2026-05-26T07:28:14.335098,senior_level,synthetic
10278,user_79148,production-project-3,user_79148/production-project-3,High-performance message queue processor,PHP,2002,462,62,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8', 'topic9', 'topic10', 'topic11']",12,True,False,False,2192,20,380,431,16,6971,True,26,66,20.26,True,6,2026-05-26T07:28:14.333544,senior_level,synthetic
10381,user_76009,project-31,user_76009/project-31,Distributed database engine,Ruby,4407,1100,779,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6']",7,True,False,False,4675,3,645,1096,278,31505,True,136,722,46.07,True,4,2026-05-26T07:28:14.338430,lead_architect,synthetic
10472,user_71931,old-project-22,user_71931/old-project-22,,JavaScript,0,1,2,[],0,False,False,False,2318,1753,0,1,1,330,False,1,1,0.32,False,1,2026-05-26T07:28:14.343001,low_value,synthetic
10362,user_57440,system-12,user_57440/system-12,Developer toolchain for cloud deployments,JavaScript,13278,1942,478,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8']",9,True,False,False,3459,11,2308,2069,279,32675,True,226,633,68.92,True,6,2026-05-26T07:28:14.337360,lead_architect,synthetic
10324,user_79282,production-cli-49,user_79282/production-cli-49,Security audit and compliance toolkit,TypeScript,5419,1559,123,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7', 'topic8']",9,True,False,False,2119,15,724,1768,7,16836,True,36,568,31.83,True,7,2026-05-26T07:28:14.335637,senior_level,synthetic
10431,user_26200,starter-cli-31,user_26200/starter-cli-31,Next.js starter with TailwindCSS,C#,97,36,18,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6']",7,True,False,False,414,589,28,35,3,6900,True,2,15,2.5,True,1,2026-05-26T07:28:14.341026,template_boilerplate,synthetic
10347,user_81584,production-system-72,user_81584/production-system-72,Database migration and management tool,Python,177,45,153,"['topic0', 'topic1', 'topic2', 'topic3', 'topic4', 'topic5', 'topic6', 'topic7']",8,True,False,False,3454,11,31,44,16,2777,True,45,241,26.21,True,5,2026-05-26T07:28:14.336681,senior_level,synthetic
10086,user_57959,simple-api-11,user_57959/simple-api-11,Blog platform clone,PHP,1,3,2,"['topic0', 'topic1']",2,False,False,False,50,316,0,2,2,1038,False,1,0,1.22,False,1,2026-05-26T07:28:14.324797,junior_level,synthetic
10075,user_41404,demo-tool-0,user_41404/demo-tool-0,Blog platform clone,Python,15,5,6,['topic0'],1,False,False,False,458,155,2,4,2,2100,True,0,3,1.0,False,2,2026-05-26T07:28:14.324306,junior_level,synthetic
10438,user_81698,starter-tool-38,user_81698/starter-tool-38,Next.js starter with TailwindCSS,JavaScript,52,21,15,"['topic0', 'topic1', 'topic2']",3,True,False,False,1339,496,11,24,1,7395,False,5,13,2.97,False,4,2026-05-26T07:28:14.341356,template_boilerplate,synthetic
